item_name,category,mrp,discount,selling_price,quantity,date
Colgate Toothpaste 200g,Personal Care,135,10,125,52,8/16/2025
Harpic Toilet Cleaner,Home Care,190,30,160,194,8/16/2025
Good Day Biscuits,Snacks,30,30,0,128,8/16/2025
Britannia Bread,Bakery,45,5,40,164,8/16/2025
Tropicana Juice 1L,Beverages,120,5,115,53,8/16/2025
Pepsi 2.25L,Beverages,99,5,94,172,8/16/2025
Cadbury Dairy Milk,Confectionery,40,10,30,66,8/16/2025
Aashirvaad Atta 5kg,Staples,320,5,315,169,8/17/2025
Fortune Sunflower Oil 1L,Edible Oil,190,10,180,45,8/17/2025
India Gate Rice 5kg,Staples,420,5,415,192,8/17/2025
Amul Milk 1L,Dairy,62,0,62,89,8/17/2025
Amul Butter 500g,Dairy,275,15,260,132,8/17/2025
Tata Tea Gold 500g,Beverages,265,15,250,128,8/17/2025
Nescafe Coffee 200g,Beverages,240,30,210,177,8/17/2025
Parle-G Biscuits,Snacks,10,15,-5,53,8/17/2025
Maggi Noodles Pack,Instant Food,56,10,46,178,8/17/2025
Surf Excel 2kg,Home Care,420,30,390,77,8/17/2025
Ariel Liquid 1L,Home Care,395,30,365,18,8/17/2025
Lux Soap Pack,Personal Care,160,0,160,53,8/17/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,57,8/17/2025
Colgate Toothpaste 200g,Personal Care,135,15,120,24,8/17/2025
Harpic Toilet Cleaner,Home Care,190,30,160,93,8/17/2025
Good Day Biscuits,Snacks,30,15,15,41,8/17/2025
Britannia Bread,Bakery,45,20,25,119,8/17/2025
Tropicana Juice 1L,Beverages,120,5,115,43,8/17/2025
Pepsi 2.25L,Beverages,99,30,69,21,8/17/2025
Cadbury Dairy Milk,Confectionery,40,20,20,126,8/17/2025
Aashirvaad Atta 5kg,Staples,320,15,305,165,8/18/2025
Fortune Sunflower Oil 1L,Edible Oil,190,0,190,125,8/18/2025
India Gate Rice 5kg,Staples,420,20,400,89,8/18/2025
Amul Milk 1L,Dairy,62,20,42,143,8/18/2025
Amul Butter 500g,Dairy,275,30,245,189,8/18/2025
Tata Tea Gold 500g,Beverages,265,15,250,22,8/18/2025
Nescafe Coffee 200g,Beverages,240,10,230,95,8/18/2025
Parle-G Biscuits,Snacks,10,0,10,133,8/18/2025
Maggi Noodles Pack,Instant Food,56,5,51,48,8/18/2025
Surf Excel 2kg,Home Care,420,30,390,155,8/18/2025
Ariel Liquid 1L,Home Care,395,10,385,55,8/18/2025
Lux Soap Pack,Personal Care,160,10,150,11,8/18/2025
Clinic Plus Shampoo 650ml,Personal Care,340,10,330,179,8/18/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,116,8/18/2025
Harpic Toilet Cleaner,Home Care,190,20,170,194,8/18/2025
Good Day Biscuits,Snacks,30,20,10,133,8/18/2025
Britannia Bread,Bakery,45,15,30,166,8/18/2025
Tropicana Juice 1L,Beverages,120,10,110,66,8/18/2025
Pepsi 2.25L,Beverages,99,5,94,115,8/18/2025
Cadbury Dairy Milk,Confectionery,40,30,10,175,8/18/2025
Aashirvaad Atta 5kg,Staples,320,5,315,86,8/19/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,193,8/19/2025
India Gate Rice 5kg,Staples,420,20,400,192,8/19/2025
Amul Milk 1L,Dairy,62,20,42,177,8/19/2025
Amul Butter 500g,Dairy,275,0,275,111,8/19/2025
Tata Tea Gold 500g,Beverages,265,15,250,11,8/19/2025
Nescafe Coffee 200g,Beverages,240,30,210,42,8/19/2025
Parle-G Biscuits,Snacks,10,20,-10,47,8/19/2025
Maggi Noodles Pack,Instant Food,56,10,46,22,8/19/2025
Surf Excel 2kg,Home Care,420,5,415,30,8/19/2025
Ariel Liquid 1L,Home Care,395,0,395,156,8/19/2025
Lux Soap Pack,Personal Care,160,20,140,157,8/19/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,73,8/19/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,83,8/19/2025
Harpic Toilet Cleaner,Home Care,190,10,180,170,8/19/2025
Good Day Biscuits,Snacks,30,15,15,12,8/19/2025
Britannia Bread,Bakery,45,0,45,68,8/19/2025
Tropicana Juice 1L,Beverages,120,5,115,129,8/19/2025
Pepsi 2.25L,Beverages,99,5,94,168,8/19/2025
Cadbury Dairy Milk,Confectionery,40,30,10,79,8/19/2025
Aashirvaad Atta 5kg,Staples,320,20,300,100,8/20/2025
Fortune Sunflower Oil 1L,Edible Oil,190,0,190,198,8/20/2025
India Gate Rice 5kg,Staples,420,20,400,121,8/20/2025
Amul Milk 1L,Dairy,62,10,52,109,8/20/2025
Amul Butter 500g,Dairy,275,10,265,33,8/20/2025
Tata Tea Gold 500g,Beverages,265,5,260,116,8/20/2025
Nescafe Coffee 200g,Beverages,240,15,225,59,8/20/2025
Parle-G Biscuits,Snacks,10,5,5,32,8/20/2025
Maggi Noodles Pack,Instant Food,56,15,41,183,8/20/2025
Surf Excel 2kg,Home Care,420,0,420,143,8/20/2025
Ariel Liquid 1L,Home Care,395,0,395,35,8/20/2025
Lux Soap Pack,Personal Care,160,5,155,164,8/20/2025
Clinic Plus Shampoo 650ml,Personal Care,340,0,340,66,8/20/2025
Colgate Toothpaste 200g,Personal Care,135,20,115,75,8/20/2025
Harpic Toilet Cleaner,Home Care,190,30,160,83,8/20/2025
Good Day Biscuits,Snacks,30,15,15,168,8/20/2025
Britannia Bread,Bakery,45,30,15,58,8/20/2025
Tropicana Juice 1L,Beverages,120,0,120,30,8/20/2025
Pepsi 2.25L,Beverages,99,20,79,90,8/20/2025
Cadbury Dairy Milk,Confectionery,40,10,30,80,8/20/2025
Aashirvaad Atta 5kg,Staples,320,20,300,162,8/21/2025
Fortune Sunflower Oil 1L,Edible Oil,190,10,180,123,8/21/2025
India Gate Rice 5kg,Staples,420,15,405,40,8/21/2025
Amul Milk 1L,Dairy,62,15,47,169,8/21/2025
Amul Butter 500g,Dairy,275,20,255,12,8/21/2025
Tata Tea Gold 500g,Beverages,265,15,250,161,8/21/2025
Nescafe Coffee 200g,Beverages,240,15,225,143,8/21/2025
Parle-G Biscuits,Snacks,10,15,-5,17,8/21/2025
Maggi Noodles Pack,Instant Food,56,15,41,104,8/21/2025
Surf Excel 2kg,Home Care,420,30,390,174,8/21/2025
Ariel Liquid 1L,Home Care,395,20,375,38,8/21/2025
Lux Soap Pack,Personal Care,160,15,145,75,8/21/2025
Clinic Plus Shampoo 650ml,Personal Care,340,0,340,39,8/21/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,129,8/21/2025
Harpic Toilet Cleaner,Home Care,190,5,185,117,8/21/2025
Good Day Biscuits,Snacks,30,0,30,28,8/21/2025
Britannia Bread,Bakery,45,5,40,110,8/21/2025
Tropicana Juice 1L,Beverages,120,30,90,176,8/21/2025
Pepsi 2.25L,Beverages,99,20,79,19,8/21/2025
Cadbury Dairy Milk,Confectionery,40,15,25,184,8/21/2025
Aashirvaad Atta 5kg,Staples,320,15,305,13,8/22/2025
Fortune Sunflower Oil 1L,Edible Oil,190,0,190,173,8/22/2025
India Gate Rice 5kg,Staples,420,10,410,119,8/22/2025
Amul Milk 1L,Dairy,62,10,52,61,8/22/2025
Amul Butter 500g,Dairy,275,0,275,28,8/22/2025
Tata Tea Gold 500g,Beverages,265,0,265,197,8/22/2025
Nescafe Coffee 200g,Beverages,240,10,230,161,8/22/2025
Parle-G Biscuits,Snacks,10,5,5,126,8/22/2025
Maggi Noodles Pack,Instant Food,56,15,41,31,8/22/2025
Surf Excel 2kg,Home Care,420,10,410,133,8/22/2025
Ariel Liquid 1L,Home Care,395,15,380,53,8/22/2025
Lux Soap Pack,Personal Care,160,30,130,154,8/22/2025
Clinic Plus Shampoo 650ml,Personal Care,340,15,325,197,8/22/2025
Colgate Toothpaste 200g,Personal Care,135,15,120,56,8/22/2025
Harpic Toilet Cleaner,Home Care,190,5,185,33,8/22/2025
Good Day Biscuits,Snacks,30,30,0,85,8/22/2025
Britannia Bread,Bakery,45,30,15,64,8/22/2025
Tropicana Juice 1L,Beverages,120,20,100,20,8/22/2025
Pepsi 2.25L,Beverages,99,20,79,134,8/22/2025
Cadbury Dairy Milk,Confectionery,40,5,35,21,8/22/2025
Aashirvaad Atta 5kg,Staples,320,15,305,97,8/23/2025
Fortune Sunflower Oil 1L,Edible Oil,190,0,190,18,8/23/2025
India Gate Rice 5kg,Staples,420,30,390,100,8/23/2025
Amul Milk 1L,Dairy,62,5,57,10,8/23/2025
Amul Butter 500g,Dairy,275,5,270,105,8/23/2025
Tata Tea Gold 500g,Beverages,265,5,260,169,8/23/2025
Nescafe Coffee 200g,Beverages,240,5,235,97,8/23/2025
Parle-G Biscuits,Snacks,10,30,-20,56,8/23/2025
Maggi Noodles Pack,Instant Food,56,20,36,107,8/23/2025
Surf Excel 2kg,Home Care,420,30,390,87,8/23/2025
Ariel Liquid 1L,Home Care,395,0,395,183,8/23/2025
Lux Soap Pack,Personal Care,160,0,160,96,8/23/2025
Clinic Plus Shampoo 650ml,Personal Care,340,15,325,133,8/23/2025
Colgate Toothpaste 200g,Personal Care,135,10,125,169,8/23/2025
Harpic Toilet Cleaner,Home Care,190,30,160,76,8/23/2025
Good Day Biscuits,Snacks,30,30,0,186,8/23/2025
Britannia Bread,Bakery,45,15,30,102,8/23/2025
Tropicana Juice 1L,Beverages,120,0,120,140,8/23/2025
Pepsi 2.25L,Beverages,99,30,69,66,8/23/2025
Cadbury Dairy Milk,Confectionery,40,10,30,132,8/23/2025
Aashirvaad Atta 5kg,Staples,320,30,290,121,8/24/2025
Fortune Sunflower Oil 1L,Edible Oil,190,30,160,86,8/24/2025
India Gate Rice 5kg,Staples,420,0,420,100,8/24/2025
Amul Milk 1L,Dairy,62,5,57,33,8/24/2025
Amul Butter 500g,Dairy,275,0,275,18,8/24/2025
Tata Tea Gold 500g,Beverages,265,5,260,128,8/24/2025
Nescafe Coffee 200g,Beverages,240,20,220,91,8/24/2025
Parle-G Biscuits,Snacks,10,30,-20,107,8/24/2025
Maggi Noodles Pack,Instant Food,56,5,51,57,8/24/2025
Surf Excel 2kg,Home Care,420,30,390,36,8/24/2025
Ariel Liquid 1L,Home Care,395,30,365,24,8/24/2025
Lux Soap Pack,Personal Care,160,0,160,176,8/24/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,29,8/24/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,127,8/24/2025
Harpic Toilet Cleaner,Home Care,190,30,160,115,8/24/2025
Good Day Biscuits,Snacks,30,0,30,196,8/24/2025
Britannia Bread,Bakery,45,15,30,92,8/24/2025
Tropicana Juice 1L,Beverages,120,5,115,171,8/24/2025
Pepsi 2.25L,Beverages,99,0,99,166,8/24/2025
Cadbury Dairy Milk,Confectionery,40,10,30,120,8/24/2025
Aashirvaad Atta 5kg,Staples,320,0,320,179,8/25/2025
Fortune Sunflower Oil 1L,Edible Oil,190,30,160,28,8/25/2025
India Gate Rice 5kg,Staples,420,5,415,62,8/25/2025
Amul Milk 1L,Dairy,62,15,47,152,8/25/2025
Amul Butter 500g,Dairy,275,5,270,175,8/25/2025
Tata Tea Gold 500g,Beverages,265,15,250,124,8/25/2025
Nescafe Coffee 200g,Beverages,240,5,235,132,8/25/2025
Parle-G Biscuits,Snacks,10,30,-20,168,8/25/2025
Maggi Noodles Pack,Instant Food,56,20,36,84,8/25/2025
Surf Excel 2kg,Home Care,420,0,420,72,8/25/2025
Ariel Liquid 1L,Home Care,395,5,390,146,8/25/2025
Lux Soap Pack,Personal Care,160,0,160,132,8/25/2025
Clinic Plus Shampoo 650ml,Personal Care,340,15,325,199,8/25/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,102,8/25/2025
Harpic Toilet Cleaner,Home Care,190,10,180,59,8/25/2025
Good Day Biscuits,Snacks,30,15,15,183,8/25/2025
Britannia Bread,Bakery,45,15,30,63,8/25/2025
Tropicana Juice 1L,Beverages,120,20,100,70,8/25/2025
Pepsi 2.25L,Beverages,99,30,69,61,8/25/2025
Cadbury Dairy Milk,Confectionery,40,20,20,41,8/25/2025
Aashirvaad Atta 5kg,Staples,320,0,320,120,8/26/2025
Fortune Sunflower Oil 1L,Edible Oil,190,5,185,16,8/26/2025
India Gate Rice 5kg,Staples,420,10,410,165,8/26/2025
Amul Milk 1L,Dairy,62,15,47,199,8/26/2025
Amul Butter 500g,Dairy,275,0,275,29,8/26/2025
Tata Tea Gold 500g,Beverages,265,0,265,177,8/26/2025
Nescafe Coffee 200g,Beverages,240,30,210,198,8/26/2025
Parle-G Biscuits,Snacks,10,0,10,141,8/26/2025
Maggi Noodles Pack,Instant Food,56,20,36,131,8/26/2025
Surf Excel 2kg,Home Care,420,15,405,164,8/26/2025
Ariel Liquid 1L,Home Care,395,30,365,47,8/26/2025
Lux Soap Pack,Personal Care,160,0,160,67,8/26/2025
Clinic Plus Shampoo 650ml,Personal Care,340,10,330,34,8/26/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,76,8/26/2025
Harpic Toilet Cleaner,Home Care,190,0,190,74,8/26/2025
Good Day Biscuits,Snacks,30,15,15,191,8/26/2025
Britannia Bread,Bakery,45,10,35,67,8/26/2025
Tropicana Juice 1L,Beverages,120,15,105,162,8/26/2025
Pepsi 2.25L,Beverages,99,20,79,100,8/26/2025
Cadbury Dairy Milk,Confectionery,40,10,30,21,8/26/2025
Aashirvaad Atta 5kg,Staples,320,20,300,16,8/27/2025
Fortune Sunflower Oil 1L,Edible Oil,190,10,180,78,8/27/2025
India Gate Rice 5kg,Staples,420,15,405,109,8/27/2025
Amul Milk 1L,Dairy,62,30,32,182,8/27/2025
Amul Butter 500g,Dairy,275,10,265,121,8/27/2025
Tata Tea Gold 500g,Beverages,265,20,245,144,8/27/2025
Nescafe Coffee 200g,Beverages,240,30,210,97,8/27/2025
Parle-G Biscuits,Snacks,10,20,-10,69,8/27/2025
Maggi Noodles Pack,Instant Food,56,20,36,188,8/27/2025
Surf Excel 2kg,Home Care,420,15,405,98,8/27/2025
Ariel Liquid 1L,Home Care,395,20,375,160,8/27/2025
Lux Soap Pack,Personal Care,160,30,130,110,8/27/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,16,8/27/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,64,8/27/2025
Harpic Toilet Cleaner,Home Care,190,20,170,183,8/27/2025
Good Day Biscuits,Snacks,30,0,30,107,8/27/2025
Britannia Bread,Bakery,45,10,35,113,8/27/2025
Tropicana Juice 1L,Beverages,120,10,110,71,8/27/2025
Pepsi 2.25L,Beverages,99,15,84,107,8/27/2025
Cadbury Dairy Milk,Confectionery,40,10,30,19,8/27/2025
Aashirvaad Atta 5kg,Staples,320,15,305,171,8/28/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,117,8/28/2025
India Gate Rice 5kg,Staples,420,0,420,44,8/28/2025
Amul Milk 1L,Dairy,62,30,32,129,8/28/2025
Amul Butter 500g,Dairy,275,30,245,102,8/28/2025
Tata Tea Gold 500g,Beverages,265,20,245,30,8/28/2025
Nescafe Coffee 200g,Beverages,240,15,225,154,8/28/2025
Parle-G Biscuits,Snacks,10,5,5,41,8/28/2025
Maggi Noodles Pack,Instant Food,56,10,46,189,8/28/2025
Surf Excel 2kg,Home Care,420,20,400,91,8/28/2025
Ariel Liquid 1L,Home Care,395,10,385,198,8/28/2025
Lux Soap Pack,Personal Care,160,0,160,66,8/28/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,77,8/28/2025
Colgate Toothpaste 200g,Personal Care,135,20,115,165,8/28/2025
Harpic Toilet Cleaner,Home Care,190,20,170,187,8/28/2025
Good Day Biscuits,Snacks,30,10,20,156,8/28/2025
Britannia Bread,Bakery,45,30,15,176,8/28/2025
Tropicana Juice 1L,Beverages,120,30,90,100,8/28/2025
Pepsi 2.25L,Beverages,99,30,69,77,8/28/2025
Cadbury Dairy Milk,Confectionery,40,5,35,100,8/28/2025
Aashirvaad Atta 5kg,Staples,320,5,315,48,8/29/2025
Fortune Sunflower Oil 1L,Edible Oil,190,5,185,188,8/29/2025
India Gate Rice 5kg,Staples,420,15,405,75,8/29/2025
Amul Milk 1L,Dairy,62,10,52,97,8/29/2025
Amul Butter 500g,Dairy,275,10,265,23,8/29/2025
Tata Tea Gold 500g,Beverages,265,5,260,19,8/29/2025
Nescafe Coffee 200g,Beverages,240,15,225,74,8/29/2025
Parle-G Biscuits,Snacks,10,30,-20,145,8/29/2025
Maggi Noodles Pack,Instant Food,56,10,46,24,8/29/2025
Surf Excel 2kg,Home Care,420,10,410,96,8/29/2025
Ariel Liquid 1L,Home Care,395,30,365,47,8/29/2025
Lux Soap Pack,Personal Care,160,20,140,80,8/29/2025
Clinic Plus Shampoo 650ml,Personal Care,340,0,340,36,8/29/2025
Colgate Toothpaste 200g,Personal Care,135,20,115,133,8/29/2025
Harpic Toilet Cleaner,Home Care,190,0,190,58,8/29/2025
Good Day Biscuits,Snacks,30,15,15,25,8/29/2025
Britannia Bread,Bakery,45,5,40,143,8/29/2025
Tropicana Juice 1L,Beverages,120,30,90,183,8/29/2025
Pepsi 2.25L,Beverages,99,20,79,174,8/29/2025
Cadbury Dairy Milk,Confectionery,40,30,10,55,8/29/2025
Aashirvaad Atta 5kg,Staples,320,0,320,28,8/30/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,25,8/30/2025
India Gate Rice 5kg,Staples,420,15,405,185,8/30/2025
Amul Milk 1L,Dairy,62,15,47,36,8/30/2025
Amul Butter 500g,Dairy,275,5,270,154,8/30/2025
Tata Tea Gold 500g,Beverages,265,5,260,177,8/30/2025
Nescafe Coffee 200g,Beverages,240,30,210,10,8/30/2025
Parle-G Biscuits,Snacks,10,20,-10,34,8/30/2025
Maggi Noodles Pack,Instant Food,56,0,56,142,8/30/2025
Surf Excel 2kg,Home Care,420,30,390,183,8/30/2025
Ariel Liquid 1L,Home Care,395,10,385,127,8/30/2025
Lux Soap Pack,Personal Care,160,5,155,197,8/30/2025
Clinic Plus Shampoo 650ml,Personal Care,340,0,340,199,8/30/2025
Colgate Toothpaste 200g,Personal Care,135,20,115,34,8/30/2025
Harpic Toilet Cleaner,Home Care,190,0,190,163,8/30/2025
Good Day Biscuits,Snacks,30,10,20,94,8/30/2025
Britannia Bread,Bakery,45,30,15,70,8/30/2025
Tropicana Juice 1L,Beverages,120,30,90,52,8/30/2025
Pepsi 2.25L,Beverages,99,20,79,178,8/30/2025
Cadbury Dairy Milk,Confectionery,40,10,30,132,8/30/2025
Aashirvaad Atta 5kg,Staples,320,20,300,187,8/31/2025
Fortune Sunflower Oil 1L,Edible Oil,190,0,190,163,8/31/2025
India Gate Rice 5kg,Staples,420,0,420,13,8/31/2025
Amul Milk 1L,Dairy,62,10,52,39,8/31/2025
Amul Butter 500g,Dairy,275,10,265,97,8/31/2025
Tata Tea Gold 500g,Beverages,265,5,260,134,8/31/2025
Nescafe Coffee 200g,Beverages,240,10,230,166,8/31/2025
Parle-G Biscuits,Snacks,10,30,-20,32,8/31/2025
Maggi Noodles Pack,Instant Food,56,10,46,72,8/31/2025
Surf Excel 2kg,Home Care,420,15,405,67,8/31/2025
Ariel Liquid 1L,Home Care,395,30,365,28,8/31/2025
Lux Soap Pack,Personal Care,160,5,155,196,8/31/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,116,8/31/2025
Colgate Toothpaste 200g,Personal Care,135,10,125,15,8/31/2025
Harpic Toilet Cleaner,Home Care,190,5,185,124,8/31/2025
Good Day Biscuits,Snacks,30,10,20,91,8/31/2025
Britannia Bread,Bakery,45,15,30,129,8/31/2025
Tropicana Juice 1L,Beverages,120,0,120,48,8/31/2025
Pepsi 2.25L,Beverages,99,20,79,108,8/31/2025
Cadbury Dairy Milk,Confectionery,40,30,10,111,8/31/2025
Aashirvaad Atta 5kg,Staples,320,30,290,191,9/1/2025
Fortune Sunflower Oil 1L,Edible Oil,190,0,190,54,9/1/2025
India Gate Rice 5kg,Staples,420,5,415,59,9/1/2025
Amul Milk 1L,Dairy,62,0,62,22,9/1/2025
Amul Butter 500g,Dairy,275,30,245,137,9/1/2025
Tata Tea Gold 500g,Beverages,265,20,245,22,9/1/2025
Nescafe Coffee 200g,Beverages,240,10,230,76,9/1/2025
Parle-G Biscuits,Snacks,10,30,-20,175,9/1/2025
Maggi Noodles Pack,Instant Food,56,20,36,28,9/1/2025
Surf Excel 2kg,Home Care,420,5,415,34,9/1/2025
Ariel Liquid 1L,Home Care,395,0,395,161,9/1/2025
Lux Soap Pack,Personal Care,160,5,155,59,9/1/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,112,9/1/2025
Colgate Toothpaste 200g,Personal Care,135,5,130,103,9/1/2025
Harpic Toilet Cleaner,Home Care,190,0,190,124,9/1/2025
Good Day Biscuits,Snacks,30,0,30,185,9/1/2025
Britannia Bread,Bakery,45,10,35,108,9/1/2025
Tropicana Juice 1L,Beverages,120,10,110,121,9/1/2025
Pepsi 2.25L,Beverages,99,0,99,108,9/1/2025
Cadbury Dairy Milk,Confectionery,40,10,30,156,9/1/2025
Aashirvaad Atta 5kg,Staples,320,5,315,164,9/2/2025
Fortune Sunflower Oil 1L,Edible Oil,190,20,170,79,9/2/2025
India Gate Rice 5kg,Staples,420,5,415,63,9/2/2025
Amul Milk 1L,Dairy,62,10,52,128,9/2/2025
Amul Butter 500g,Dairy,275,0,275,25,9/2/2025
Tata Tea Gold 500g,Beverages,265,10,255,171,9/2/2025
Nescafe Coffee 200g,Beverages,240,10,230,127,9/2/2025
Parle-G Biscuits,Snacks,10,10,0,15,9/2/2025
Maggi Noodles Pack,Instant Food,56,20,36,49,9/2/2025
Surf Excel 2kg,Home Care,420,10,410,169,9/2/2025
Ariel Liquid 1L,Home Care,395,10,385,74,9/2/2025
Lux Soap Pack,Personal Care,160,5,155,114,9/2/2025
Clinic Plus Shampoo 650ml,Personal Care,340,10,330,98,9/2/2025
Colgate Toothpaste 200g,Personal Care,135,0,135,191,9/2/2025
Harpic Toilet Cleaner,Home Care,190,20,170,62,9/2/2025
Good Day Biscuits,Snacks,30,20,10,45,9/2/2025
Britannia Bread,Bakery,45,20,25,55,9/2/2025
Tropicana Juice 1L,Beverages,120,15,105,54,9/2/2025
Pepsi 2.25L,Beverages,99,0,99,108,9/2/2025
Cadbury Dairy Milk,Confectionery,40,30,10,108,9/2/2025
Aashirvaad Atta 5kg,Staples,320,30,290,15,9/3/2025
Fortune Sunflower Oil 1L,Edible Oil,190,10,180,125,9/3/2025
India Gate Rice 5kg,Staples,420,5,415,92,9/3/2025
Amul Milk 1L,Dairy,62,10,52,142,9/3/2025
Amul Butter 500g,Dairy,275,0,275,66,9/3/2025
Tata Tea Gold 500g,Beverages,265,0,265,13,9/3/2025
Nescafe Coffee 200g,Beverages,240,10,230,33,9/3/2025
Parle-G Biscuits,Snacks,10,10,0,117,9/3/2025
Maggi Noodles Pack,Instant Food,56,20,36,82,9/3/2025
Surf Excel 2kg,Home Care,420,20,400,49,9/3/2025
Ariel Liquid 1L,Home Care,395,20,375,173,9/3/2025
Lux Soap Pack,Personal Care,160,15,145,114,9/3/2025
Clinic Plus Shampoo 650ml,Personal Care,340,20,320,129,9/3/2025
Colgate Toothpaste 200g,Personal Care,135,15,120,107,9/3/2025
Harpic Toilet Cleaner,Home Care,190,10,180,135,9/3/2025
Good Day Biscuits,Snacks,30,0,30,72,9/3/2025
Britannia Bread,Bakery,45,0,45,32,9/3/2025
Tropicana Juice 1L,Beverages,120,0,120,88,9/3/2025
Pepsi 2.25L,Beverages,99,15,84,129,9/3/2025
Cadbury Dairy Milk,Confectionery,40,10,30,139,9/3/2025
Aashirvaad Atta 5kg,Staples,320,0,320,79,9/4/2025
Fortune Sunflower Oil 1L,Edible Oil,190,5,185,117,9/4/2025
India Gate Rice 5kg,Staples,420,15,405,41,9/4/2025
Amul Milk 1L,Dairy,62,30,32,102,9/4/2025
Amul Butter 500g,Dairy,275,0,275,148,9/4/2025
Tata Tea Gold 500g,Beverages,265,0,265,171,9/4/2025
Nescafe Coffee 200g,Beverages,240,5,235,111,9/4/2025
Parle-G Biscuits,Snacks,10,15,-5,199,9/4/2025
Maggi Noodles Pack,Instant Food,56,20,36,190,9/4/2025
Surf Excel 2kg,Home Care,420,5,415,26,9/4/2025
Ariel Liquid 1L,Home Care,395,30,365,151,9/4/2025
Lux Soap Pack,Personal Care,160,5,155,29,9/4/2025
Clinic Plus Shampoo 650ml,Personal Care,340,30,310,188,9/4/2025
Colgate Toothpaste 200g,Personal Care,135,20,115,122,9/4/2025
Harpic Toilet Cleaner,Home Care,190,15,175,39,9/4/2025
Good Day Biscuits,Snacks,30,15,15,151,9/4/2025
Britannia Bread,Bakery,45,0,45,173,9/4/2025
Tropicana Juice 1L,Beverages,120,0,120,162,9/4/2025
Pepsi 2.25L,Beverages,99,0,99,52,9/4/2025
Cadbury Dairy Milk,Confectionery,40,0,40,108,9/4/2025
Aashirvaad Atta 5kg,Staples,320,10,310,125,9/5/2025
Fortune Sunflower Oil 1L,Edible Oil,190,30,160,45,9/5/2025
India Gate Rice 5kg,Staples,420,20,400,41,9/5/2025
Amul Milk 1L,Dairy,62,0,62,28,9/5/2025
Amul Butter 500g,Dairy,275,30,245,76,9/5/2025
Tata Tea Gold 500g,Beverages,265,10,255,198,9/5/2025
Nescafe Coffee 200g,Beverages,240,0,240,21,9/5/2025
Parle-G Biscuits,Snacks,10,0,10,34,9/5/2025
Maggi Noodles Pack,Instant Food,56,20,36,28,9/5/2025
Surf Excel 2kg,Home Care,420,10,410,116,9/5/2025
Ariel Liquid 1L,Home Care,395,5,390,191,9/5/2025
Lux Soap Pack,Personal Care,160,20,140,120,9/5/2025
Clinic Plus Shampoo 650ml,Personal Care,340,15,325,91,9/5/2025
Colgate Toothpaste 200g,Personal Care,135,30,105,127,9/5/2025
Harpic Toilet Cleaner,Home Care,190,5,185,106,9/5/2025
Good Day Biscuits,Snacks,30,10,20,160,9/5/2025
Britannia Bread,Bakery,45,10,35,158,9/5/2025
Tropicana Juice 1L,Beverages,120,5,115,164,9/5/2025
Pepsi 2.25L,Beverages,99,15,84,128,9/5/2025
Cadbury Dairy Milk,Confectionery,40,30,10,34,9/5/2025
Aashirvaad Atta 5kg,Staples,320,10,310,197,9/6/2025
Fortune Sunflower Oil 1L,Edible Oil,190,10,180,100,9/6/2025
India Gate Rice 5kg,Staples,420,15,405,101,9/6/2025
Amul Milk 1L,Dairy,62,10,52,113,9/6/2025
Amul Butter 500g,Dairy,275,10,265,126,9/6/2025
Tata Tea Gold 500g,Beverages,265,20,245,182,9/6/2025
Nescafe Coffee 200g,Beverages,240,10,230,129,9/6/2025
Parle-G Biscuits,Snacks,10,15,-5,39,9/6/2025
Maggi Noodles Pack,Instant Food,56,20,36,89,9/6/2025
Surf Excel 2kg,Home Care,420,0,420,185,9/6/2025
Ariel Liquid 1L,Home Care,395,0,395,125,9/6/2025
Lux Soap Pack,Personal Care,160,5,155,54,9/6/2025
Clinic Plus Shampoo 650ml,Personal Care,340,5,335,43,9/6/2025
Colgate Toothpaste 200g,Personal Care,135,20,115,61,9/6/2025
Harpic Toilet Cleaner,Home Care,190,0,190,155,9/6/2025
Good Day Biscuits,Snacks,30,30,0,146,9/6/2025
Britannia Bread,Bakery,45,20,25,56,9/6/2025
Tropicana Juice 1L,Beverages,120,20,100,161,9/6/2025
Pepsi 2.25L,Beverages,99,0,99,90,9/6/2025
Cadbury Dairy Milk,Confectionery,40,0,40,10,9/6/2025
Aashirvaad Atta 5kg,Staples,320,20,300,127,9/7/2025
Fortune Sunflower Oil 1L,Edible Oil,190,15,175,42,9/7/2025
India Gate Rice 5kg,Staples,420,30,390,53,9/7/2025
